Call  Failure,Complains,Subscription  Length,Charge  Amount,Seconds of Use,Frequency of use,Frequency of SMS,Distinct Called Numbers,Age Group,Tariff Plan,Status,Churn,Customer Value
0,0,37,0,875,14,0,11,2,1,2,0,39.375
2,0,38,0,710,14,13,8,3,1,2,0,25.2
0,0,37,0,0,0,0,0,2,1,2,1,0
3,0,37,0,7508,127,384,43,2,1,1,0,510.66
7,0,37,1,11465,154,11,47,4,1,1,0,173.625
8,0,37,1,6718,75,108,37,2,1,1,0,350.91
23,0,33,0,955,47,16,17,2,1,2,1,50.175
21,1,36,8,10435,93,1,42,5,1,1,0,52.225
13,0,36,1,5818,98,26,24,2,1,1,1,273.51
1,0,34,0,2840,22,0,14,3,1,1,0,85.2
9,1,35,0,2990,41,9,16,3,1,2,1,92.4
9,0,36,0,2268,44,34,31,3,1,2,1,78.24
0,0,36,0,133,2,0,2,3,1,2,1,3.99
1,0,36,0,1668,25,0,6,3,1,1,0,50.04
3,0,33,1,6785,97,14,22,5,1,1,0,34.625
0,0,36,0,628,7,9,4,4,1,2,1,10.77
0,0,36,1,338,4,4,2,5,1,1,0,1.89
25,0,31,3,16075,238,0,80,2,1,1,0,723.375
6,0,34,3,6965,116,271,33,2,2,1,0,435.375
2,0,36,0,3718,82,2,28,2,1,1,0,168.21
3,0,35,0,1665,44,38,20,3,1,2,0,61.35
6,0,36,0,2780,53,175,23,2,1,1,0,203.85
4,1,27,1,1315,36,193,11,2,2,1,1,146.025
4,0,26,0,1568,39,30,68,4,1,1,0,28.02
11,0,27,0,700,25,10,7,2,1,2,0,36
0,0,26,0,825,10,21,3,4,1,2,0,15.525
10,0,25,0,1225,32,19,13,2,1,1,0,63.675
2,0,25,0,3225,61,8,23,3,1,1,0,99.15
2,0,18,0,1695,26,28,14,2,1,1,0,88.875
16,0,17,1,6392,141,85,42,2,2,1,0,325.89
12,0,15,0,8932,171,73,40,4,1,1,0,144.93
8,0,16,3,2852,45,31,19,3,1,1,0,94.86
2,0,9,1,4390,40,215,10,3,1,1,0,196.2
3,0,9,1,1487,19,0,7,3,1,1,1,44.61
8,0,38,0,4370,71,5,17,3,1,1,0,132.6
0,0,39,0,318,5,7,4,2,1,2,0,17.46
10,0,37,0,2453,60,359,24,3,1,1,0,181.29
10,0,38,0,4198,66,1,35,1,1,1,0,252.48
3,0,38,0,2393,58,2,33,1,1,1,0,144.78
11,0,38,1,3775,82,32,28,3,1,1,0,122.85
4,0,38,0,2360,39,285,18,3,1,1,0,156.3
13,0,37,2,9115,121,144,43,3,1,1,0,316.65
7,0,38,0,13773,169,0,44,3,1,1,0,413.19
7,0,38,1,4515,83,2,25,3,1,1,0,136.05
6,0,38,0,5918,95,7,12,3,1,1,0,179.64
9,1,38,0,2238,54,8,17,3,1,2,0,69.54
25,0,38,3,15140,225,54,32,3,1,1,0,470.4
4,0,38,1,3095,27,483,8,3,1,1,0,237.75
9,0,37,0,15485,182,150,30,2,1,1,0,764.325
3,0,37,1,6500,86,186,26,3,1,1,0,250.8
0,0,37,0,875,14,0,11,2,1,2,0,39.375
2,0,38,0,710,14,13,8,3,1,2,0,25.2
0,0,37,0,0,0,0,0,2,1,2,1,0
3,0,37,0,7508,127,384,43,2,1,1,0,510.66
7,0,37,1,11465,154,11,47,4,1,1,0,173.625
8,0,37,1,6718,75,108,37,2,1,1,0,350.91
23,1,33,0,955,47,16,17,2,1,2,1,50.175
21,0,36,8,10435,93,1,42,5,1,1,0,52.225
13,1,36,1,5818,98,26,24,2,1,1,1,273.51
1,0,34,0,2840,22,0,14,3,1,1,0,85.2
9,0,35,0,2990,41,9,16,3,1,2,1,92.4
9,0,36,0,2268,44,34,31,3,1,2,1,78.24
0,0,36,0,133,2,0,2,3,1,2,1,3.99
1,0,36,0,1668,25,0,6,3,1,1,0,50.04
3,0,33,1,6785,97,14,22,5,1,1,0,34.625
0,0,36,0,628,7,9,4,4,1,2,1,10.77
0,0,36,1,338,4,4,2,5,1,1,0,1.89
25,1,31,3,16075,238,0,80,2,1,1,0,723.375
6,0,34,3,6965,116,271,33,2,2,1,0,435.375
2,0,36,0,3718,82,2,28,2,1,1,0,168.21
3,0,35,0,1665,44,38,20,3,1,2,0,61.35
6,0,36,0,2780,53,175,23,2,1,1,0,203.85
4,0,27,1,1315,36,193,11,2,2,1,0,146.025
4,0,26,0,1568,39,30,68,4,1,1,0,28.02
11,0,27,0,700,25,10,7,2,1,2,0,36
0,0,26,0,825,10,21,3,4,1,2,0,15.525
10,0,25,0,1225,32,19,13,2,1,1,0,63.675
2,0,25,0,3225,61,8,23,3,1,1,0,99.15
2,0,18,0,1695,26,28,14,2,1,1,0,88.875
16,0,17,1,6392,141,85,42,2,2,1,0,325.89
12,0,15,0,8932,171,73,40,4,1,1,0,144.93
8,0,16,3,2852,45,31,19,3,1,1,0,94.86
2,0,9,1,4390,40,215,10,3,1,1,0,196.2
3,1,9,1,1487,19,0,7,3,1,1,1,44.61
3,0,36,0,4065,65,0,15,2,1,1,0,182.925
0,0,37,0,0,0,0,0,2,1,2,0,0
5,0,35,0,2148,54,352,22,2,1,1,0,255.06
5,0,36,0,3893,60,0,33,1,1,1,0,233.58
0,0,36,0,2088,52,0,31,1,1,1,0,125.28
6,0,36,0,3470,76,25,26,2,1,1,0,167.4
0,0,36,0,2055,33,278,16,3,1,1,0,145.05
8,0,35,1,8810,115,137,41,3,1,1,0,305.4
2,0,36,0,13468,163,0,42,3,1,1,0,404.04
2,0,36,0,4210,77,0,23,3,1,1,0,126.3
1,0,36,0,5613,89,0,10,2,1,1,0,252.585
4,0,36,0,1933,48,1,15,3,1,2,0,58.29
20,0,36,2,14835,219,47,30,3,1,1,0,459.15
0,0,36,0,2790,21,476,6,3,1,1,0,226.5
4,0,35,0,15180,176,143,28,2,1,1,0,747.45
0,0,35,0,6195,80,179,24,3,1,1,0,239.55
0,0,35,0,570,8,0,9,2,1,2,0,25.65
0,0,36,0,405,8,6,6,2,1,2,0,20.925
0,0,35,0,0,0,0,0,2,1,2,1,0
0,0,35,0,7203,121,377,41,2,1,1,0,493.785
2,0,35,0,11160,148,4,45,3,1,1,0,336
3,0,35,0,6413,69,101,35,2,1,1,0,334.035
18,0,31,0,650,41,9,15,2,1,2,1,33.3
16,0,34,7,10130,87,0,40,4,1,1,0,151.95
8,1,34,0,5513,92,19,22,2,1,1,1,256.635
0,0,32,0,2535,16,0,12,3,1,1,0,76.05
4,0,33,0,2685,35,2,14,2,1,2,1,121.725
4,0,34,0,1963,38,27,29,3,1,2,1,66.99
0,1,34,0,0,0,0,0,3,1,2,1,0
0,0,34,0,1363,19,0,4,3,1,1,0,40.89
0,0,31,0,6480,91,7,20,4,1,1,0,98.25
0,0,34,0,323,1,2,2,4,1,2,1,5.145
0,0,34,0,0,0,0,0,5,1,1,0,0
20,0,29,2,15770,232,0,78,2,1,1,0,709.65
1,0,32,2,6660,110,264,31,2,2,1,0,418.5
0,0,34,0,3413,76,0,26,2,1,1,0,153.585
0,0,33,0,1360,38,31,18,3,1,2,0,50.1
1,0,34,0,2475,47,168,21,2,1,1,0,186.975
0,1,25,0,1010,30,186,9,2,2,1,1,129.15
0,0,24,0,1263,33,23,66,4,1,1,0,22.395
6,0,25,0,395,19,3,5,2,1,2,0,19.125
0,0,24,0,520,4,14,1,4,1,2,0,9.9
5,0,23,0,920,26,12,11,2,1,1,0,46.8
0,0,23,0,2920,55,1,21,3,1,1,0,87.9
0,0,16,0,1390,20,21,12,2,1,1,0,72
11,0,15,0,6088,135,78,40,1,2,1,0,412.08
7,0,13,0,8628,165,66,38,4,1,1,0,139.32
3,0,14,2,2548,39,24,17,3,1,1,0,83.64
0,0,7,0,4085,34,208,8,3,1,1,0,184.95
0,1,7,0,1183,13,0,5,2,1,2,1,53.235
6,0,38,0,4125,68,3,17,2,1,1,0,186.975
0,0,39,0,73,2,5,4,2,1,1,0,5.535
8,0,37,0,2208,57,357,24,2,1,1,0,260.01
8,0,38,0,3953,63,0,35,1,1,1,0,237.18
1,0,38,0,2148,55,0,33,1,1,1,0,128.88
9,0,38,1,3530,79,30,28,3,1,1,0,114.9
2,0,38,0,2115,36,283,18,3,1,1,0,148.35
11,0,37,2,8870,118,142,43,3,1,1,0,308.7
5,0,38,0,13528,166,0,44,3,1,1,0,405.84
5,0,38,1,4270,80,0,25,3,1,1,0,128.1
4,0,38,0,5673,92,5,12,2,1,1,0,257.535
7,0,38,0,1993,51,6,17,3,1,1,0,61.59
23,0,38,3,14895,222,52,32,3,1,1,0,462.45
2,0,38,1,2850,24,481,8,3,1,1,0,229.8
7,0,37,0,15240,179,148,30,2,1,1,0,752.4
1,0,37,1,6255,83,184,26,3,1,1,0,242.85
0,0,37,0,630,11,0,11,2,1,1,0,28.35
0,0,38,0,465,11,11,8,2,1,1,0,25.875
0,0,37,0,0,0,0,0,2,1,1,1,0
1,0,37,0,7263,124,382,43,2,1,1,0,498.735
5,0,37,1,11220,151,9,47,3,1,1,0,339.3
6,0,37,1,6473,72,106,37,2,1,1,0,338.985
21,1,33,0,710,44,14,17,2,1,1,1,38.25
19,0,36,8,10190,90,0,42,4,1,1,0,152.85
11,1,36,1,5573,95,24,24,2,1,1,1,261.585
0,0,34,0,2595,19,0,14,3,1,1,0,77.85
7,0,35,0,2745,38,7,16,3,1,1,1,84.45
7,1,36,0,2023,41,32,31,3,1,1,1,70.29
0,0,36,0,0,0,0,0,3,1,1,1,0
0,0,36,0,1423,22,0,6,3,1,1,0,42.69
1,0,33,1,6540,94,12,22,4,1,1,0,99.9
0,0,36,0,383,4,7,4,4,1,1,1,6.795
0,0,36,1,93,1,2,2,5,1,1,0,0.565
23,0,31,3,15830,235,0,80,2,1,1,0,712.35
4,0,34,3,6720,113,269,33,2,2,1,0,423.45
0,0,36,0,3473,79,0,28,2,1,1,0,156.285
1,0,35,0,1420,41,36,20,3,1,1,0,53.4
4,0,36,0,2535,50,173,23,2,1,1,0,191.925
2,1,27,1,1070,33,191,11,2,2,1,0,134.1
2,0,26,0,1323,36,28,68,4,1,1,0,24.045
9,0,27,0,455,22,8,7,2,1,1,0,24.075
0,0,26,0,580,7,19,3,4,1,1,0,11.55
8,0,25,0,980,29,17,13,2,1,1,0,51.75
0,0,25,0,2980,58,6,23,3,1,1,0,91.2
0,0,18,0,1450,23,26,14,2,1,1,0,76.95
14,1,17,1,6148,138,83,42,1,2,1,0,418.68
10,0,15,0,8688,168,71,40,4,1,1,0,140.97
6,0,16,3,2608,42,29,19,3,1,1,0,86.94
0,0,9,1,4145,37,213,10,3,1,1,0,188.25
1,1,9,1,1243,16,0,7,3,1,1,1,37.29
0,0,34,0,4005,62,0,13,2,1,1,0,180.225
0,0,35,0,0,0,0,0,2,1,2,0,0
2,0,33,0,2088,51,347,20,2,1,1,0,250.11
2,0,34,0,3833,57,0,31,2,1,1,0,172.485
0,0,34,0,2028,49,0,29,1,1,1,0,121.68
3,0,34,0,3410,73,20,24,2,1,1,0,162.45
0,0,34,0,1995,30,273,14,3,1,1,0,141.75
5,0,33,0,8750,112,132,39,3,1,1,0,302.1
0,0,34,0,13408,160,0,40,3,1,1,0,402.24
0,0,34,0,4150,74,0,21,3,1,1,0,124.5
0,0,34,0,5553,86,0,8,2,1,1,0,249.885
1,0,34,0,1873,45,0,13,3,1,2,0,56.19
17,0,34,1,14775,216,42,28,2,1,1,0,683.775
0,0,34,0,2730,18,471,4,3,1,1,0,223.2
1,0,33,0,15120,173,138,26,2,1,1,0,742.5
0,0,33,0,6135,77,174,22,3,1,1,0,236.25
0,0,33,0,510,5,0,7,2,1,2,0,22.95
0,0,34,0,345,5,1,4,2,1,2,0,15.975
0,0,33,0,0,0,0,0,2,1,2,1,0
0,0,33,0,7143,118,372,39,2,1,1,0,488.835
0,0,33,0,11100,145,0,43,3,1,1,0,333
0,0,33,0,6353,66,96,33,2,1,1,0,329.085
15,0,29,0,590,38,4,13,2,1,2,1,28.35
13,0,32,6,10070,84,0,38,4,1,1,0,151.05
5,1,32,0,5453,89,14,20,2,1,1,1,251.685
0,0,30,0,2475,13,0,10,3,1,1,0,74.25
1,1,31,0,2625,32,0,12,2,1,2,1,118.125
1,0,32,0,1903,35,22,27,3,1,2,1,63.69
0,1,32,0,0,0,0,0,2,1,2,1,0
0,0,32,0,1303,16,0,2,3,1,1,0,39.09
0,0,29,0,6420,88,2,18,4,1,1,0,96.6
0,0,32,0,263,1,0,1,3,1,2,1,7.89
0,0,32,0,0,0,0,0,4,1,1,0,0
17,0,27,1,15710,229,0,76,2,1,1,0,706.95
0,0,30,1,6600,107,259,29,2,2,1,0,413.55
0,0,32,0,3353,73,0,24,2,1,1,0,150.885
0,0,31,0,1300,35,26,16,3,1,2,0,46.8
0,0,32,0,2415,44,163,19,2,1,1,0,182.025
0,0,23,0,950,27,181,7,2,2,1,0,124.2
0,0,22,0,1203,30,18,64,4,1,1,0,20.745
3,0,23,0,335,16,0,3,2,1,2,0,15.075
0,0,22,0,0,0,9,0,4,1,2,0,1.35
2,0,21,0,860,23,7,9,2,1,1,0,41.85
0,0,21,0,2860,52,0,19,3,1,1,0,85.8
0,0,14,0,1330,17,16,10,2,1,1,0,67.05
8,0,13,0,6028,132,73,38,1,2,1,0,405.48
4,0,11,0,8568,162,61,36,4,1,1,0,137.67
0,0,12,1,2488,36,19,15,3,1,1,0,80.34
0,0,5,0,4025,31,203,6,3,1,1,0,181.65
0,1,5,0,1123,10,0,3,2,1,2,1,50.535
4,0,40,0,4145,67,8,19,2,1,1,0,190.125
0,0,41,0,93,1,10,6,2,1,2,0,8.685
6,0,39,0,2228,56,362,26,2,1,1,0,263.16
6,0,40,0,3973,62,4,37,2,1,1,0,180.585
0,0,40,0,2168,54,5,35,1,1,1,0,133.08
7,0,40,1,3550,78,35,30,3,1,1,0,117
0,0,40,0,2135,35,288,20,3,1,1,0,150.45
9,0,39,2,8890,117,147,45,3,1,1,0,310.8
3,0,40,0,13548,165,3,46,3,1,1,0,407.34
3,0,40,1,4290,79,5,27,3,1,1,0,130.2
2,0,40,0,5693,91,10,14,2,1,1,0,260.685
5,0,40,0,2013,50,11,19,3,1,2,0,63.69
21,0,40,3,14915,221,57,34,3,1,1,0,464.55
0,0,40,1,2870,23,486,10,3,1,1,0,231.9
5,0,39,0,15260,178,153,32,2,1,1,0,755.55
0,0,39,1,6275,82,189,28,3,1,1,0,244.95
0,0,39,0,650,10,3,13,2,1,2,0,30.6
0,0,40,0,485,10,16,10,2,1,2,0,29.025
0,0,39,0,0,0,3,0,2,1,2,1,1.35
0,0,39,0,7283,123,387,45,2,1,1,0,501.885
3,0,39,1,11240,150,14,49,3,1,1,0,341.4
4,0,39,1,6493,71,111,39,2,1,1,0,342.135
19,0,35,0,730,43,19,19,2,1,2,1,41.4
17,0,38,8,10210,89,4,44,4,2,1,0,153.75
9,0,38,1,5593,94,29,26,2,1,1,1,264.735
0,0,36,0,2615,18,3,16,3,1,1,0,79.35
5,1,37,0,2765,37,12,18,2,1,2,1,129.825
5,0,38,0,2043,40,37,33,3,1,2,1,72.39
0,0,38,0,0,0,3,0,3,1,2,1,0.9
0,0,38,0,1443,21,3,8,3,1,1,0,44.19
0,0,35,1,6560,93,17,24,4,1,1,0,100.95
0,1,38,0,403,3,12,6,4,1,2,1,7.845
0,0,38,1,0,0,7,0,5,1,1,0,0.35
21,0,33,3,15850,234,3,82,2,1,1,0,714.6
2,0,36,3,6740,112,274,35,2,2,1,0,426.6
0,0,38,0,3493,78,5,30,2,1,1,0,159.435
0,0,37,0,1440,40,41,22,3,1,2,0,55.5
2,0,38,0,2555,49,178,25,2,1,1,0,195.075
0,0,29,1,1090,32,196,13,2,2,1,0,137.25
0,0,28,0,1343,35,33,70,4,1,1,0,25.095
7,0,29,0,475,21,13,9,2,1,2,0,27.225
0,0,28,0,600,6,24,5,4,1,2,0,12.6
6,0,27,0,1000,28,22,15,2,1,1,0,54.9
0,0,27,0,3000,57,11,25,3,1,1,0,93.3
0,0,20,0,1470,22,31,16,2,1,1,0,80.1
12,0,19,1,6168,137,88,44,1,2,1,0,422.88
8,0,17,0,8708,167,76,42,4,1,1,0,142.02
4,0,18,3,2628,41,34,21,3,1,1,0,89.04
0,0,11,1,4165,36,218,12,3,1,1,0,190.35
0,1,11,1,1263,15,3,9,3,1,1,1,38.79
2,0,32,0,3985,63,0,11,2,1,1,0,179.325
0,0,33,0,0,0,0,0,2,1,2,0,0
4,0,31,0,2068,52,342,18,2,1,1,0,246.96
4,0,32,0,3813,58,0,29,1,1,1,0,228.78
0,0,32,0,2008,50,0,27,1,1,1,0,120.48
5,0,32,0,3390,74,15,22,2,1,1,0,159.3
0,0,32,0,1975,31,268,12,3,1,1,0,139.65
7,0,31,0,8730,113,127,37,3,1,1,0,300
1,0,32,0,13388,161,0,38,3,1,1,0,401.64
1,0,32,0,4130,75,0,19,3,1,1,0,123.9
0,0,32,0,5533,87,0,6,2,1,1,0,248.985
3,0,32,0,1853,46,0,11,3,1,2,0,55.59
19,0,32,1,14755,217,37,26,3,1,1,0,453.75
0,0,32,0,2710,19,466,2,3,1,1,0,221.1
3,0,31,0,15100,174,133,24,2,1,1,0,739.35
0,0,31,0,6115,78,169,20,3,1,1,0,234.15
0,0,31,0,490,6,0,5,2,1,2,0,22.05
0,0,32,0,325,6,0,2,2,1,2,0,14.625
0,0,31,0,0,0,0,0,2,1,2,1,0
0,0,31,0,7123,119,367,37,2,1,1,0,485.685
1,0,31,0,11080,146,0,41,3,1,1,0,332.4
2,0,31,0,6333,67,91,31,2,1,1,0,325.935
17,0,27,0,570,39,0,11,2,1,2,1,25.65
15,0,30,6,10050,85,0,36,4,1,1,0,150.75
7,0,30,0,5433,90,9,18,2,1,1,1,248.535
0,0,28,0,2455,14,0,8,3,1,1,0,73.65
3,1,29,0,2605,33,0,10,2,1,2,1,117.225
3,0,30,0,1883,36,17,25,3,1,2,1,61.59
0,0,30,0,0,0,0,0,2,1,2,1,0
0,0,30,0,1283,17,0,5,3,1,1,0,38.49
0,0,27,0,6400,89,0,16,4,1,1,0,96
0,1,30,0,0,0,0,0,4,1,2,1,0
0,0,30,0,0,0,0,0,4,1,1,0,0
19,0,25,1,15690,230,0,74,2,1,1,0,706.05
0,0,28,1,6580,108,254,27,2,2,1,0,410.4
0,0,30,0,3333,74,0,22,2,1,1,0,149.985
0,0,29,0,1280,36,21,14,3,1,2,0,44.7
0,0,30,0,2395,45,158,17,2,1,1,0,178.875
0,0,21,0,930,28,176,5,2,2,1,0,121.05
0,0,20,0,1183,31,13,62,4,1,1,0,19.695
5,0,21,0,315,17,0,1,2,1,2,0,14.175
0,0,20,0,0,0,4,0,4,1,2,0,0.6
4,0,19,0,840,24,2,7,2,1,1,0,38.7
0,0,19,0,2840,53,0,17,3,1,1,0,85.2
0,0,12,0,1310,18,11,8,2,1,1,0,63.9
10,0,11,0,6008,133,68,36,1,2,1,0,401.28
6,0,9,0,8548,163,56,34,4,1,1,0,136.62
2,0,10,1,2468,37,14,13,3,1,1,0,78.24
0,0,3,0,4005,32,198,4,3,1,1,0,179.55
0,0,3,0,1103,11,0,1,2,1,1,1,49.635
8,0,42,0,4325,75,13,21,3,1,1,0,133.65
0,0,43,0,273,9,15,8,2,1,2,0,19.035
10,0,41,0,2408,64,367,28,3,1,1,0,182.34
10,0,42,0,4153,70,9,39,1,1,1,0,254.58
3,0,42,0,2348,62,10,37,1,1,1,0,146.88
11,0,42,1,3730,86,40,32,3,1,1,0,123.9
4,0,42,0,2315,43,293,22,3,1,1,0,157.35
13,0,41,2,9070,125,152,47,3,1,1,0,317.7
7,0,42,0,13728,173,8,48,3,1,1,0,414.24
7,0,42,1,4470,87,10,29,3,1,1,0,137.1
6,0,42,0,5873,99,15,16,3,1,1,0,180.69
9,1,42,0,2193,58,16,21,3,1,2,0,70.59
25,0,42,3,15095,229,62,36,3,1,1,0,471.45
4,0,42,1,3050,31,491,12,3,1,1,0,238.8
9,0,41,0,15440,186,158,34,2,1,1,0,765.9
3,0,41,1,6455,90,194,30,3,1,1,0,251.85
0,0,41,0,830,18,8,15,2,1,2,0,40.95
2,0,42,0,665,18,21,12,3,1,2,0,26.25
0,0,41,0,0,0,8,0,2,1,2,1,3.6
3,0,41,0,7463,131,392,47,2,1,1,0,512.235
7,0,41,1,11420,158,19,51,4,1,1,0,174.15
8,0,41,1,6673,79,116,41,2,1,1,0,352.485
23,1,37,0,910,51,24,21,2,1,2,1,51.75
21,1,40,8,10390,97,9,46,5,2,1,0,52.4
13,0,40,1,5773,102,34,28,2,1,1,0,275.085
1,0,38,0,2795,26,8,18,3,1,1,0,86.25
9,1,39,0,2945,45,17,20,3,1,2,1,93.45
9,0,40,0,2223,48,42,35,3,1,2,1,79.29
0,0,40,0,88,6,8,6,3,1,2,1,5.04
1,0,40,0,1623,29,8,10,3,1,1,0,51.09
3,0,37,1,6740,101,22,26,5,1,1,0,34.8
0,1,40,0,583,11,17,8,4,1,2,1,11.295
0,0,40,1,293,8,12,6,5,1,1,0,2.065
25,0,35,3,16030,242,8,84,2,1,1,0,724.95
6,0,38,3,6920,120,279,37,2,2,1,0,436.95
2,0,40,0,3673,86,10,32,2,1,1,0,169.785
3,0,39,0,1620,48,46,24,3,1,2,0,62.4
6,0,40,0,2735,57,183,27,2,1,1,0,205.425
4,0,31,1,1270,40,201,15,2,2,1,0,147.6
4,0,30,0,1523,43,38,72,4,1,1,0,28.545
11,0,31,0,655,29,18,11,2,1,2,0,37.575
0,0,30,0,780,14,29,7,4,1,2,0,16.05
10,0,29,0,1180,36,27,17,2,1,1,0,65.25
2,0,29,0,3180,65,16,27,3,1,1,0,100.2
2,0,22,0,1650,30,36,18,2,1,1,0,90.45
16,0,21,1,6348,145,93,46,2,2,1,0,327.51
12,0,19,0,8888,175,81,44,4,1,1,0,145.47
8,0,20,3,2808,49,39,23,3,1,1,0,95.94
2,0,13,1,4345,44,223,14,3,1,1,0,197.25
3,0,13,1,1443,23,8,11,3,1,1,1,45.69
0,0,30,0,3805,55,0,9,2,1,1,0,171.225
0,0,31,0,0,0,0,0,2,1,2,0,0
0,0,29,0,1888,44,337,16,2,1,1,0,236.61
0,0,30,0,3633,50,0,27,1,1,1,0,217.98
0,0,30,0,1828,42,0,25,1,1,1,0,109.68
1,0,30,0,3210,66,10,20,2,1,1,0,148.95
0,0,30,0,1795,23,263,10,3,1,1,0,132.75
3,0,29,0,8550,105,122,35,3,1,1,0,293.1
0,0,30,0,13208,153,0,36,3,1,1,0,396.24
0,0,30,0,3950,67,0,17,3,1,1,0,118.5
0,0,30,0,5353,79,0,4,2,1,1,0,240.885
0,0,30,0,1673,38,0,9,3,1,2,0,50.19
15,0,30,1,14575,209,32,24,2,1,1,0,670.275
0,0,30,0,2530,11,461,7,3,1,1,0,214.2
0,0,29,0,14920,166,128,22,2,1,1,0,729
0,0,29,0,5935,70,164,18,3,1,1,0,227.25
0,0,29,0,0,0,0,0,2,1,2,0,0
0,0,30,0,0,0,0,0,2,1,2,0,0
0,0,29,0,0,0,0,0,2,1,2,1,0
0,0,29,0,6943,111,362,35,2,1,1,0,475.335
0,0,29,0,10900,138,0,39,3,1,1,0,327
0,0,29,0,6153,59,86,29,2,1,1,0,315.585
13,1,25,0,390,31,0,9,2,1,2,1,17.55
11,0,28,6,9870,77,0,34,4,2,1,0,148.05
3,0,28,0,5253,82,4,16,2,1,1,1,238.185
0,0,26,0,2275,6,0,6,3,1,1,0,68.25
0,1,27,0,2425,25,0,8,2,1,2,1,109.125
0,1,28,0,1703,28,12,23,3,1,2,1,54.69
0,0,28,0,0,0,0,0,2,1,2,1,0
0,0,28,0,0,0,0,0,3,1,1,0,0
0,0,25,0,6220,81,0,14,4,1,1,0,93.3
0,0,28,0,0,0,0,0,3,1,2,1,0
0,1,28,0,0,0,0,0,4,1,1,1,0
15,0,23,1,15510,222,0,72,2,1,1,0,697.95
0,0,26,1,6400,100,249,25,2,2,1,0,400.05
0,0,28,0,3153,66,0,20,2,1,1,0,141.885
0,0,27,0,1100,28,16,12,3,1,2,0,37.8
0,0,28,0,2215,37,153,15,2,1,1,0,168.525
0,0,19,0,750,20,171,3,2,2,1,0,110.7
0,0,18,0,1003,23,8,60,4,1,1,0,16.245
0,0,19,0,0,0,0,0,2,1,2,0,0
0,0,18,0,0,0,0,0,4,1,2,0,0
0,0,17,0,660,16,0,5,2,1,1,0,29.7
0,0,17,0,2660,45,0,15,3,1,1,0,79.8
0,0,10,0,1130,10,6,6,2,1,1,0,53.55
6,0,9,0,5828,125,63,34,1,2,1,0,387.48
2,0,7,0,8368,155,51,32,4,1,1,0,133.17
0,0,8,1,2288,29,9,11,3,1,1,0,71.34
0,0,3,0,3825,24,193,2,2,1,1,0,258.975
0,0,3,0,0,0,0,0,2,1,1,1,0
5,0,39,0,4245,73,9,20,2,1,1,0,195.075
0,0,40,0,193,7,11,7,2,1,2,0,13.635
7,0,38,0,2328,62,363,27,2,1,1,0,268.11
7,0,39,0,4073,68,5,38,1,1,1,0,247.38
0,0,39,0,2268,60,6,36,1,1,1,0,139.68
8,0,39,0,3650,84,36,31,2,1,1,0,180.45
1,0,39,0,2235,41,289,21,3,1,1,0,153.75
10,0,38,1,8990,123,148,46,3,1,1,0,314.1
4,0,39,0,13648,171,4,47,3,1,1,0,410.64
4,0,39,0,4390,85,6,28,3,1,1,0,133.5
3,0,39,0,5793,97,11,15,2,1,1,0,265.635
6,0,39,0,2113,56,12,20,3,1,2,0,66.99
22,0,39,2,15015,227,58,35,3,1,1,0,467.85
1,0,39,0,2970,29,487,11,3,1,1,0,235.2
6,0,38,0,15360,184,154,33,2,1,1,0,760.5
0,0,38,0,6375,88,190,29,3,1,1,0,248.25
0,0,38,0,750,16,4,14,2,1,2,0,35.55
0,0,39,0,585,16,17,11,2,1,2,0,33.975
0,0,38,0,0,0,4,0,2,1,2,1,1.8
0,0,38,0,7383,129,388,46,2,1,1,0,506.835
4,0,38,0,11340,156,15,50,3,1,1,0,344.7
5,0,38,0,6593,77,112,40,2,1,1,0,347.085
20,1,34,0,830,49,20,20,2,1,2,1,46.35
18,0,37,7,10310,95,5,45,4,2,1,0,155.4
10,0,37,0,5693,100,30,27,2,1,1,1,269.685
0,0,35,0,2715,24,4,17,3,1,1,0,82.65
6,1,36,0,2865,43,13,19,2,1,2,1,134.775
6,1,37,0,2143,46,38,34,3,1,2,1,75.69
0,0,37,0,8,4,4,5,3,1,2,1,1.44
0,0,37,0,1543,27,4,9,3,1,1,0,47.49
0,0,34,0,6660,99,18,25,4,1,1,0,102.6
0,1,37,0,503,9,13,7,4,1,2,1,9.495
0,0,37,0,213,6,8,5,5,1,1,0,1.465
22,0,32,2,15950,240,4,83,2,1,1,0,719.55
3,0,35,2,6840,118,275,36,2,2,1,0,431.55
0,0,37,0,3593,84,6,31,2,1,1,0,164.385
0,0,36,0,1540,46,42,23,3,1,2,0,58.8
3,0,37,0,2655,55,179,26,2,1,1,0,200.025
1,0,28,0,1190,38,197,14,2,2,1,0,142.2
1,0,27,0,1443,41,34,71,4,1,1,0,26.745
8,0,28,0,575,27,14,10,2,1,2,0,32.175
0,0,27,0,700,12,25,6,4,1,2,0,14.25
7,0,26,0,1100,34,23,16,2,1,1,0,59.85
0,0,26,0,3100,63,12,26,3,1,1,0,96.6
0,0,19,0,1570,28,32,17,2,1,1,0,85.05
13,0,18,0,6268,143,89,45,1,2,1,0,429.48
9,0,16,0,8808,173,77,43,4,1,1,0,143.67
5,0,17,2,2728,47,35,22,3,1,1,0,92.34
0,0,10,0,4265,42,219,13,3,1,1,0,193.65
0,1,10,0,1363,21,4,10,2,1,1,1,63.135
1,0,33,0,3885,57,0,10,2,1,1,0,174.825
0,0,34,0,0,0,0,0,2,1,2,0,0
